t_s,eta_m
45.89585,0.00399897885314046
45.9125333333333,0.00134742892162199
45.9292166666667,-0.00130412100989648
45.9459,-0.0036905159482631
45.9625833333333,-0.00607691088662972
45.9792666666667,-0.0081981508318445
45.99595,-0.0100542357839074
46.0126333333333,-0.0119103207359704
46.0293166666667,-0.0135012506948814
46.046,-0.0148270256606407
46.0626833333333,-0.016020223129824
46.0793666666667,-0.0170808431024314
46.09605,-0.0180088855784628
46.1127333333333,-0.0188043505579184
46.1294166666667,-0.0195998155373739
46.1461,-0.0201301255236776
46.1627833333333,-0.0205278580134054
46.1794666666667,-0.0207930130065572
46.19615,-0.0209255905031332
46.2128333333333,-0.0209255905031332
46.2295166666667,-0.0207930130065572
46.2462,-0.0188043505579184
46.2628833333333,-0.0184066180681906
46.2795666666667,-0.019467238040798
46.29625,-0.0185391955647665
46.3129333333333,-0.0174785755921591
46.3296166666667,-0.0162853781229758
46.3463,-0.0146944481640647
46.3629833333333,-0.0129709407085777
46.3796666666667,-0.0112474332530907
46.39635,-0.00899361581130004
46.4130333333333,-0.00567917839690195
46.4297166666667,-0.00302762846538348
46.4464,-0.00064123352701686
46.4630833333333,0.00201031640450161
46.4797666666667,0.004794443832596
46.49645,0.0070482612743867
46.5131333333333,0.0098323887024811
46.5298166666667,0.0124839386339996
46.5465,0.0146051785792143
46.5631833333333,0.0163286860347013
46.5798666666667,0.0171241510141569
46.59655,0.018582503476492
46.6132333333333,0.0200408559388272
46.6299166666667,0.0213666309045864
46.6466,0.0222946733806179
46.6632833333333,0.0229575608634975
46.6799666666667,0.0233552933532253
46.69665,0.0233552933532253
46.7133333333333,0.0233552933532253
46.7300166666667,0.0233552933532253
46.7467,0.0232227158566494
46.7633833333333,0.0230901383600734
46.7800666666667,0.0218969408908901
46.79675,0.020438588428555
46.8134333333333,0.0179196159936124
46.8301166666667,0.0165938410278532
46.8468,0.0140748685929106
46.8634833333333,0.0108930086750885
46.8801666666667,0.0093020787161774
46.89685,0.00665052878465893
46.9135333333333,0.00148000641819792
46.9302166666667,0.00174516141134976
46.9469,-0.00342536095511125
46.9635833333333,-0.0059443333900538
46.9802666666667,-0.0081981508318445
46.99695,-0.0099216582873315
47.0136333333333,-0.0117777432393944
47.0303166666667,-0.0136338281914574
47.047,-0.0146944481640647
47.0636833333333,-0.016020223129824
47.0803666666667,-0.0172134205990073
47.09705,-0.0181414630750388
47.1137333333333,-0.0189369280544943
47.1304166666667,-0.0195998155373739
47.1471,-0.0201301255236776
47.1637833333333,-0.0206604355099813
47.1804666666667,-0.0209255905031332
47.19715,-0.0210581679997091
47.2138333333333,-0.0210581679997091
47.2305166666667,-0.0210581679997091
47.2472,-0.0192020830476461
47.2638833333333,-0.0186717730613425
47.2805666666667,-0.0197323930339498
47.29725,-0.0189369280544943
47.3139333333333,-0.0161528006263999
47.3306166666667,-0.0166831106127036
47.3473,-0.0152247581503684
47.3639833333333,-0.0133686731983055
47.3806666666667,-0.0116451657428185
47.39735,-0.00939134830102781
47.4140333333333,-0.00607691088662972
47.4307166666667,-0.00342536095511125
47.4474,-0.00064123352701686
47.4640833333333,0.00161258391477384
47.4807666666667,0.00452928883944416
47.49745,0.00718083877096263
47.5141333333333,0.00969981120590517
47.5308166666667,0.0124839386339996
47.5475,0.0147377560757903
47.5641833333333,0.0163286860347013
47.5808666666667,0.0172567285107328
47.59755,0.0188476584696439
47.6142333333333,0.0203060109319791
47.6309166666667,0.0216317858977383
47.6476,0.0225598283737698
47.6642833333333,0.0230901383600734
47.6809666666667,0.0236204483463771
47.69765,0.0236204483463771
47.7143333333333,0.0234878708498012
47.7310166666667,0.0234878708498012
47.7477,0.0232227158566494
47.7643833333333,0.0232227158566494
47.7810666666667,0.022162095884042
47.79775,0.0207037434217068
47.8144333333333,0.0183173484833402
47.8311166666667,0.016991573517581
47.8478,0.0143400235860625
47.8644833333333,0.0114233186613922
47.8811666666667,0.00969981120590517
47.89785,0.00718083877096263
47.9145333333333,0.00174516141134976
47.9312166666667,-0.000906388520168707
47.9479,-0.000508656030440936
47.9645833333333,-0.00554660090032603
47.9812666666667,-0.00793299583869265
47.99795,-0.00978908079075558
48.0146333333333,-0.0115125882462426
48.0313166666667,-0.0132360957017296
48.048,-0.0145618706674888
48.0646833333333,-0.0158876456332481
48.0813666666667,-0.0170808431024314
48.09805,-0.0180088855784628
48.1147333333333,-0.0188043505579184
48.1314166666667,-0.0195998155373739
48.1481,-0.0201301255236776
48.1647833333333,-0.0205278580134054
48.1814666666667,-0.0207930130065572
48.19815,-0.0210581679997091
48.2148333333333,-0.0210581679997091
48.2315166666667,-0.0193346605442221
48.2482,-0.0190695055510702
48.2648833333333,-0.0186717730613425
48.2815666666667,-0.0197323930339498
48.29825,-0.0189369280544943
48.3149333333333,-0.0161528006263999
48.3316166666667,-0.0166831106127036
48.3483,-0.0152247581503684
48.3649833333333,-0.0135012506948814
48.3816666666667,-0.0116451657428185
48.39835,-0.00952392579760373
48.4150333333333,-0.00700495336266119
48.4317166666667,-0.00355793845168718
48.4484,-0.00103896601674463
48.4650833333333,0.00134742892162199
48.4817666666667,0.00426413384629231
48.49845,0.00718083877096263
48.5151333333333,0.00956723370932925
48.5318166666667,0.0120862061442718
48.5485,0.0144726010826384
48.5651833333333,0.0161961085381254
48.5818666666667,0.016991573517581
48.59855,0.0184499259799161
48.6152333333333,0.0199082784422513
48.6319166666667,0.0212340534080105
48.6486,0.022162095884042
48.6652833333333,0.0228249833669216
48.6819666666667,0.0232227158566494
48.69865,0.0234878708498012
48.7153333333333,0.0234878708498012
48.7320166666667,0.0234878708498012
48.7487,0.0233552933532253
48.7653833333333,0.0232227158566494
48.7820666666667,0.0220295183874661
48.79875,0.0205711659251309
48.8154333333333,0.0183173484833402
48.8321166666667,0.016858996021005
48.8488,0.0144726010826384
48.8654833333333,0.0114233186613922
48.8821666666667,0.00863919123329778
48.89885,0.0070482612743867
